POST_ID,id,dmexco_related,reason
7245418975977717760,'7245418975977717760',yes,The post mentions the DMEXCO - Digital Marketing Expo & Conference 2024 event and discusses a panel discussion that took place at the event. It also mentions the future trends discussed at DMEXCO. The post date is within 12 months after the event date.
7240325076338765824,'7240325076338765824',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months before the event date (September 13, 2024) and expresses interest in attending the event next week. Therefore, it can be determined that the post is related to DMEXCO 2024."
7227279470305431552,'7227279470305431552',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses interest in attending, and invites others to connect at the event."
7236294300597141505,'7236294300597141505',yes,The post date is within 12 months before the event date. The post explicitly mentions attending DMEXCO 2024 and expresses excitement about it. The post also includes relevant hashtags such as #dmexco and #dmexco24.
7039132200595804160,'7039132200595804160',no,"The post date is 2023-03-08, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6904305613786935296,'6904305613786935296',no,"The post date is March 1, 2022, which is more than 2 years before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7246453417588441088,'7246453417588441088',no,"The post date is September 30, 2024, which is within 12 months after the event date of September 18, 2024. However, the post does not mention anything related to DMEXCO 2024. It talks about joining a new company and working with tech businesses, which is unrelated to the event."
6992766256680435712,'6992766256680435712',no,"The post date is October 31, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7051098447294144512,'7051098447294144512',no,"The post date is 2023-04-10, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7235235584699465728,'7235235584699465728',yes,"The post mentions the event DMEXCO2024 and provides details about a Masterclass that will be held during the event. The post also includes the date and time of the Masterclass, which matches the event date of September 18, 2024. Therefore, the post is related to the DMEXCO 2024 event."
7242548009903775744,'7242548009903775744',yes,"The post date is within 12 months after the event date. The post mentions attending DMEXCO 2024, giving a keynote, chatting with a representative from AIDA Cruises, and thanking the DMEXCO team."
7242579967677534209,'7242579967677534209',yes,"The post date is within 12 months after the event date (2024-09-19). The post mentions DMEXCO and reflects on the event, including exciting encounters, fresh insights, meeting colleagues, and having conversations with clients about programmatic media strategies. The post also mentions native advertising, which is a feature of DMEXCO. Therefore, it can be concluded that the post is related to DMEXCO 2024."
6853788049009106946,'6853788049009106946',no,The post does not mention anything related to DMEXCO 2024 or any event in general. It primarily focuses on the author's personal experiences and the importance of female role models.
7255933179130261504,'7255933179130261504',no,"The post date is October 26, 2024, which is more than 12 months after the event date of September 18, 2024. Additionally, the content of the post does not mention or indicate any connection to DMEXCO 2024."
7100144724262498304,'7100144724262498304',no,"The post date is 2023-08-23, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7234952895673102336,'7234952895673102336',yes,"The post is related to DMEXCO 2024 because the post date is within 12 months before the event date. The post mentions attending the event for the 10th time, including a hiatus in 2020, and provides details about the location in Hall 6.1 E019. Therefore, it can be inferred that the post is about attending or promoting DMEXCO 2024."
7242862264578453507,'7242862264578453507',yes,"The post mentions DMEXCO, which is the event in question. The post date is within 12 months after the event date, indicating that it is related to the DMEXCO 2024 event."
6978640544730112000,'6978640544730112000',no,"The post date is September 22, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7235273374397059072,'7235273374397059072',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, promoting the event, expressing general interest, and advertising the presence of specific individuals at the event."
6440820309477158912,'6440820309477158912',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7110213570931384321,'7110213570931384321',no,"The post date is September 20, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6438747468954894336,'6438747468954894336',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7110878990491361280,'7110878990491361280',no,"The post date is September 22, 2023, which is within 12 months before the event date of September 18, 2024. However, the post mentions DMEXCO 2023, indicating that it is related to the event in 2023, not 2024."
7030950184335364097,'7030950184335364097',no,"The post date is February 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7206966957831528449,'7206966957831528449',yes,The post mentions attending DMEXCO 2024 and includes hashtags related to the event.
7158885050606866435,'7158885050606866435',no,"The post date is February 1, 2024, which is more than 7 months before the event date of September 18, 2024. The post is related to the Medallia conference, not DMEXCO 2024."
7110640558255034368,'7110640558255034368',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7194368812069044226,'7194368812069044226',no,"The post date is 2024-05-09, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7238787543746449409,'7238787543746449409',yes,"The post mentions DMEXCO - Digital Marketing Expo & Conference, which is the event in question. The post date is within 12 months before the event date (September 9, 2024), indicating a potential interest or involvement in the event."
6956889538224885761,'6956889538224885761',no,"The post date is July 24, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242032628877422592,'7242032628877422592',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions waiting for the train to DMEXCO and being excited to share more about their newest SPRINT test at the event. Additionally, the post includes the hashtag #DMEXCO2024. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7177640700832829440,'7177640700832829440',no,"The post date is March 24, 2024, which is more than 6 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242430055379861505,'7242430055379861505',yes,"The post date is within 12 months after the event date. The post mentions attending DMEXCO 2024, highlights from the event, and includes relevant hashtags such as #DMEXCO2024."
7110593523749380096,'7110593523749380096',no,"The post date is September 21, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7245442202758184962,'7245442202758184962',no,"The post date is 2024-09-27, which is within 12 months after the event date of DMEXCO 2024 (September 18, 2024). However, the content of the post is not related to DMEXCO 2024. It is about the Latino Economic Development Center (LEDC) organizing events for Hispanic Heritage Month in the DMV area. The post mentions attending the Adelante Fuerza Latina! LEDC Cumbre de Negocios, which explores the challenges faced by small business owners in Baltimore. It also highlights the resources available for business growth and sustainability. The post does not mention anything about DMEXCO 2024 or express any interest or promotion related to the event. Therefore, the post is not related to DMEXCO 2024."
6876533394369585152,'6876533394369585152',no,"The post date is 2021-12-14, which is more than 2 years before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237061995273867268,'7237061995273867268',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, including the event hashtag and the event dates. The post also invites others to visit the booth and attend conference sessions at the event."
7037490182970896384,'7037490182970896384',no,"The post date is 2023-03-03, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7080379936984727552,'7080379936984727552',no,"The post date is before the event date and more than 12 months away. Therefore, it is not related to DMEXCO 2024."
6714911959042547712,'6714911959042547712',no,"The post date is September 24, 2020, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7039167862506188800,'7039167862506188800',no,"The post date is March 8, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242806783876943874,'7242806783876943874',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions attending the DMEXCO event, including panel discussions, speeches, meetings with industry professionals, and attending the OM Club party. Therefore, it is related to the DMEXCO 2024 event."
7206679105432383489,'7206679105432383489',no,The post does not mention anything related to DMEXCO 2024. It talks about designing spaces in Ethiopia and does not indicate any connection to the event.
7054056166120640513,'7054056166120640513',no,"The post date is April 18, 2023, which is more than 12 months before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7123248725908430848,'7123248725908430848',no,"The post date is October 26, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7105479366284845056,'7105479366284845056',no,"The post date is September 7, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6971033751321460736,'6971033751321460736',no,"The post date is September 1, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6311566380143648768,'6311566380143648768',no,"The post date is before the event date. The event date is September 18, 2024, but the post date is September 7, 2017. Therefore, the post is not related to the DMEXCO 2024 event."
7235218275716988928,'7235218275716988928',yes,"The post date is within 12 months before the event date. The post mentions this year's DMEXCO, which refers to DMEXCO 2024. The post also mentions joining a panel at the event and diving into the latest trends in programmatic advertising across Europe, which indicates a direct connection to DMEXCO 2024."
7241724208815173634,'7241724208815173634',yes,"The post mentions DMEXCO, Digital Marketing Expo & Conference, which is the event in question. The post date is September 17, 2024, which is within 12 months before the event date of September 18, 2024. The post also expresses excitement about attending the event, looking forward to networking and exchanging ideas, and mentions specific players and meetups related to the event."
7205862828560265217,'7205862828560265217',no,"The post date is June 10, 2024, which is more than 3 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6979102809791025152,'6979102809791025152',no,"The post date is 2022-09-23, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7105186988969869312,'7105186988969869312',no,"The post date is September 6, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7079101554200309763,'7079101554200309763',no,"The post date is before the event date and more than 12 months away. Therefore, it is not related to DMEXCO 2024."
7027254982240305153,'7027254982240305153',no,"The post date is February 3, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7109823432099287040,'7109823432099287040',no,"The post date is September 19, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242459470432239616,'7242459470432239616',yes,"The post is related to DMEXCO 2024 because it mentions attending the event, experiencing it, and using the event hashtag #DMEXCO2024."
7253021381745922048,'7253021381745922048',no,"The post date is October 18, 2024, which is one month after the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7241421096397209600,'7241421096397209600',yes,"The post date is within 12 months before the event date. The post mentions attending DMEXCO 2024, connecting with CapyGroup & Mitgo, and discussing how MarTech and FinTech can drive business forward. The post also includes hashtags related to networking, business growth, and DMEXCO."
7110305042292707328,'7110305042292707328',no,"The post date is September 20, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7238933927455862784,'7238933927455862784',yes,The post is related to DMEXCO 2024 because it mentions the event by name and provides information about a masterclass being held during the event. The post date is within 12 months before the event date.
7236665970134585347,'7236665970134585347',no,"The post date is September 3, 2024, which is within 12 months before the event date of September 18, 2024. However, the post is about the InnoTrans trade fair, not DMEXCO. The post mentions the trade fair dates, location, and booth number, indicating a focus on transportation technology and railway asset life expectancy. There is no mention of DMEXCO or any connection to the DMEXCO event in the post."
6981203431302561792,'6981203431302561792',no,"The post date is September 29, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6977653537266651136,'6977653537266651136',no,"The post date is September 19, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to DMEXCO 2024."
7195898118725414914,'7195898118725414914',no,"The post date is May 13, 2024, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237424975933042690,'7237424975933042690',yes,"The post date is within 12 months before the event date. The post mentions the event name 'DMEXCO' and includes details about a side-event related to the DMEXCO 2024, such as the date, time, location, and participating companies. The post also promotes the use of AI in advertising, which aligns with the theme of the event."
7041437511872593920,'7041437511872593920',no,The post date is before the event date and not within 12 months before or after the event date.
7241779832328523776,'7241779832328523776',yes,"The post date is within 12 months before the event date. The post is promoting the DMEXCO 2024 event, mentioning the event name, countdown, and sharing the stage with people at the event. It also asks about other topics to connect about during DMEXCO and includes relevant hashtags."
7005918798826328064,'7005918798826328064',no,"The post date is December 6, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7229810513910628352,'7229810513910628352',yes,The post mentions attending DMEXCO 2024 and expresses excitement about seeing everyone in Cologne. The post date is within 12 months before the event date.
6435866309518598144,'6435866309518598144',no,"The post date is 2018-08-16, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107694729487638530,'7107694729487638530',yes,"The post mentions participating in DMEXCO in Cologne, booth number, and hall number. It also provides details about the event dates and agenda. The post date is within 12 months before the event date."
7254038732255698944,'7254038732255698944',no,"The post date is October 21, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6305796743850262528,'6305796743850262528',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
6577557973869170688,'6577557973869170688',no,"The post date is 2019-09-11, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7048949260620320768,'7048949260620320768',no,"The post date is April 4, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7045359122053025792,'7045359122053025792',no,"The post date is March 25, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7213795323272413185,'7213795323272413185',no,"The post is related to the Paper Eurasia 2024 fair, not DMEXCO 2024. The event mentioned in the post is different from the target event."
7104387893254598656,'7104387893254598656',no,"The post date is September 4, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7079450073528512512,'7079450073528512512',no,"The post date is June 27, 2023, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7112905732689199104,'7112905732689199104',no,"The post date is September 27, 2023, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7257423771970514944,'7257423771970514944',no,"The post date is October 30, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7241369531955171328,'7241369531955171328',yes,The post mentions #DMEXCO2024 and the event date is within 12 months before the post date.
7188156871562641409,'7188156871562641409',no,"The post date is 2024-04-22, which is more than 4 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
6976464981512855553,'6976464981512855553',no,"The post date is September 16, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7041497665221632000,'7041497665221632000',no,"The post date is 2023-03-14, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7130811783778328578,'7130811783778328578',no,"The post date is November 16, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7236355702233939968,'7236355702233939968',yes,"The post mentions attending DMEXCO 2024, meeting industry peers, partners, and clients, discussing digital advertising and latest trends, and looking forward to connecting with industry friends and partners. The post also includes relevant hashtags such as #DMEXCO2024 and #DigitalMarketing."
6754359120545021952,'6754359120545021952',no,"The post date is January 11, 2021, which is more than 3 years before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7239644020342206464,'7239644020342206464',yes,The post mentions the DMEXCO event in 2024 and the author expresses excitement about attending a panel discussion on Cultural Marketing at the event.
7236718831744790528,'7236718831744790528',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, the Digital Marketing Expo & Conference, and provides details about attending the event, including the date, location, and activities. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7199845169586741250,'7199845169586741250',no,"The post is about The 3rd Busworld Southeast Asia Exhibition and Conference in May 2024, which is not related to DMEXCO 2024."
7242810262481772544,'7242810262481772544',yes,"The post date is within 12 months after the event date. The post mentions DMEXCO 2024, talks about attending the event, expresses disappointment about missing sessions, and discusses the need for the event to evolve in a digital world."
7068327028407549952,'7068327028407549952',no,"The post date is May 27, 2023, which is more than 12 months before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7063562245753974784,'7063562245753974784',no,"The post date is May 14, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6481856480348762112,'6481856480348762112',no,The post date is outside the 12-month range before or after the event date.
7067104689175052289,'7067104689175052289',no,"The post date is 2023-05-24, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7153098333396340736,'7153098333396340736',no,"The post date is January 16, 2024, which is more than 8 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7240345525785419777,'7240345525785419777',yes,"The post date is within 12 months before the event date. The post mentions DMEXCO 2024, expresses excitement about attending the event, and provides details about specific activities and sessions at the event."
7242779467637506048,'7242779467637506048',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after 2024-09-18). The post explicitly mentions the 2024 DMEXCO conference, including details about the event such as the theme, location, and number of speakers, participants, and exhibitors."
7236665978128875520,'7236665978128875520',yes,The post date is within 12 months before the event date. The post explicitly mentions DMEXCO24 and expresses interest in meeting and discussing opportunities with publishers and advertisers at the event.
6977219813462962176,'6977219813462962176',no,"The post date is September 18, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7028495218966437888,'7028495218966437888',no,"The post date is February 6, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7185545583779061762,'7185545583779061762',no,"The post date is 2024-04-15, which is more than 5 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7066822720969175041,'7066822720969175041',no,"The post date is May 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7107693344109047811,'7107693344109047811',no,"The post date is September 13, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242313150723690498,'7242313150723690498',yes,"The post date is September 18, 2024, which is the same as the event date for DMEXCO 2024. The post mentions being back at DMEXCO 2024, speaking at the event, and partnering with AGF Videoforschung GmbH for cross-media planning. The post also includes the hashtag #DMEXCO2024. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7242072574304698370,'7242072574304698370',yes,"The post date is September 18, 2024, which is the same as the event date. The post mentions DMEXCO 2024, including the event hashtag. It also provides specific details about the event, such as the booth location and a pitch on the startup stage. Therefore, it can be concluded that the post is related to the DMEXCO 2024 event."
7061716558309388288,'7061716558309388288',no,"The post is about the redevelopment of the Tavern and Allen Stands at Lord’s Cricket Ground, which is unrelated to DMEXCO 2024."
7106906899396108289,'7106906899396108289',no,"The post date is September 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7122944380008636417,'7122944380008636417',no,"The post date is October 25, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7056921810289713152,'7056921810289713152',no,"The post date is April 26, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6981653754362089472,'6981653754362089472',no,"The post date is September 30, 2022, which is more than 12 months before the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7208774797273481216,'7208774797273481216',no,"The post is about attending the Intercharge Network Conference in Berlin on September 2-3, 2024, which is not related to DMEXCO 2024."
7049417418191900672,'7049417418191900672',no,"The post date is April 5, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6310854983977828352,'6310854983977828352',no,"The post date is before the event date and more than 12 months prior to the event. Therefore, it is not related to DMEXCO 2024."
7196111041825566721,'7196111041825566721',no,"The post date is May 14, 2024, which is more than 4 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7109525705838718976,'7109525705838718976',no,"The post date is September 18, 2023, which is not within 12 months before or after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242480646533578752,'7242480646533578752',yes,"The post date is within 12 months after the event date (September 19, 2024), and the post explicitly mentions DMEXCO 2024, expressing interest and sharing key takeaways from attending the event."
6966113438385238016,'6966113438385238016',no,"The post date is August 18, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242203262299295746,'7242203262299295746',yes,"The post date is September 18, 2024, which is the same as the event date of DMEXCO 2024. The post mentions being at DMEXCO, having meaningful conversations, new insights, and connections, meeting partners and clients, and gearing up for Day 2. The hashtags #DMEXCO2024 and #ShowHeroes also indicate the post's relevance to the event."
7062346262297157632,'7062346262297157632',no,"The post date is May 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7237005223330787328,'7237005223330787328',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, promotes attending the event, and discusses the services offered at the event."
7247957855566229504,'7247957855566229504',yes,The post mentions DMEXCO 2024 and discusses the author's experiences and perceptions of the event. The post date is within 12 months after the event date.
7195868580435906560,'7195868580435906560',no,"The post date is 2024-05-13, which is before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7238878379746152448,'7238878379746152448',yes,The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024 and expresses excitement about attending the event. The post also includes relevant hashtags related to the event.
7240339920244862976,'7240339920244862976',yes,"The post is related to DMEXCO 2024 because the post date is within 12 months before the event date (September 13, 2024) and the post mentions heading to DMEXCO next week, expressing excitement about exploring the latest and greatest in digital marketing at the event."
7242859989164277761,'7242859989164277761',yes,"The post date is within 12 months after the event date (2024-09-20 is within 12 months after September 18, 2024). The post mentions attending the DMEXCO event, sharing insights and learnings from the event, and discussing topics related to the event such as marketing trends, loyalty, and retail media. The hashtags #DMEXCO2024 also indicate a connection to the event."
7107093276733644800,'7107093276733644800',no,"The post date is September 11, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6575290458346401793,'6575290458346401793',no,"The post date is September 5, 2019, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7130191809183391745,'7130191809183391745',no,"The post date is November 14, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7245744782151438336,'7245744782151438336',no,"The post date is September 28, 2024, which is 10 days after the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7028711748979318785,'7028711748979318785',no,"The post date is February 7, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7104433557577564163,'7104433557577564163',no,"The post date is in 2023, which is not within 12 months before or after the event date of DMEXCO 2024."
6976480103220269056,'6976480103220269056',no,"The post date is in 2022, which is not within 12 months before or after the event date of DMEXCO 2024."
7089629837660725248,'7089629837660725248',no,"The post date is July 25, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7245020918752641025,'7245020918752641025',no,"The post date is September 26, 2024, which is 8 days after the event date of DMEXCO 2024 (September 18, 2024). Therefore, the post is not related to the DMEXCO 2024 event."
7053741396188385280,'7053741396188385280',no,"The post date is April 17, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
6978376331847733248,'6978376331847733248',no,"The post date is September 21, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7100387827862904832,'7100387827862904832',no,"The post date is August 24, 2023, which is more than 12 months before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7067084837530017793,'7067084837530017793',no,The post date is outside the acceptable range of 12 months before or after the event date.
7227341713311174656,'7227341713311174656',yes,"The post date is within 12 months before the event date. The post explicitly mentions DMEXCO 2024, talks about attending the event, arranging meetings, and meeting up with specific individuals at the event."
7100037230420742144,'7100037230420742144',no,"The post date is August 23, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7114996643388628993,'7114996643388628993',no,"The post date is October 3, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7226885952487452672,'7226885952487452672',no,"The post date is August 7, 2024, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7026820451544756224,'7026820451544756224',no,"The post date is February 2, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7160640831203201025,'7160640831203201025',no,The post date is outside the 12-month range before or after the event date.
7242194260207284224,'7242194260207284224',yes,"The post date is the same as the event date (September 18, 2024), and the post mentions DMEXCO - Digital Marketing Expo & Conference, indicating a direct connection to the event. Additionally, the post expresses gratitude for a great day at the event and shares insights about the importance of creativity in the CX space, further confirming its relevance to DMEXCO 2024."
7109989681638858752,'7109989681638858752',no,"The post date is September 19, 2023, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7109430884071567360,'7109430884071567360',no,"The post date is September 18, 2023, which is one year before the event date of DMEXCO 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7168118083570524160,'7168118083570524160',no,"The post date is 2024-02-27, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7244202342676385792,'7244202342676385792',yes,"The post date is within 12 months after the event date (September 24, 2024), and the post mentions attending the DMEXCO event, speakers at the event, and using hashtags related to DMEXCO 2024."
6986281802243964928,'6986281802243964928',no,"The post date is October 13, 2022, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7247276677796368385,'7247276677796368385',no,"The post date is October 26, 2024, which is more than 12 months after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7110194952743079938,'7110194952743079938',no,"The post date is September 20, 2023, which is before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7216719527663812609,'7216719527663812609',no,"The post is related to ChinaJoy 2024, not DMEXCO 2024. The post mentions ChinaJoy multiple times and provides tips for attending the event. There is no mention of DMEXCO 2024 or any indication of interest or involvement in that event."
6577611692132352000,'6577611692132352000',no,"The post date is 2019-09-11, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7251942056015597569,'7251942056015597569',no,"The post date is October 15, 2024, which is after the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7257014554256142336,'7257014554256142336',yes,"The post mentions attending DMEXCO - Digital Marketing Expo & Conference in Germany, which is the event DMEXCO 2024. The post date is within 12 months after the event date."
7242929374549733377,'7242929374549733377',yes,"The post date is within 12 months after the event date, and the post explicitly mentions attending DMEXCO 2024, sharing experiences, and discussing topics related to the event."
7249658038368776192,'7249658038368776192',yes,"The post date is within 12 months after the event date. The post mentions attending DMEXCO 2024, conversations with industry voices, and the buzz around AI, indicating a direct connection to the event."
7242443448643973121,'7242443448643973121',yes,"The post mentions DMEXCO conference, which is the event in question. The post date is within 12 months after the event date, indicating it is related to DMEXCO 2024."
6302987368567840768,'6302987368567840768',no,"The post date is 2017-08-14, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
7242822583199440896,'7242822583199440896',yes,"The post date is within 12 months after the event date. The post mentions DMEXCO - Digital Marketing Expo & Conference 2024, indicating that it is related to the event. The post also discusses the key takeaways from the event, further confirming its relevance to DMEXCO 2024."
7045769349428629504,'7045769349428629504',no,"The post date is 2023-03-26, which is more than 12 months before the event date of September 18, 2024. Therefore, the post is not related to the DMEXCO 2024 event."
